HITId	HITTypeId	Title	Description	Keywords	Reward	CreationTime	MaxAssignments	RequesterAnnotation	AssignmentDurationInSeconds	AutoApprovalDelayInSeconds	Expiration	NumberOfSimilarHITs	LifetimeInSeconds	AssignmentId	WorkerId	AssignmentStatus	AcceptTime	SubmitTime	AutoApprovalTime	ApprovalTime	RejectionTime	RequesterFeedback	WorkTimeInSeconds	LifetimeApprovalRate	Last30DaysApprovalRate	Last7DaysApprovalRate	Input.HITId	Input.AssignmentId	Input.WorkerId	Input.ImageUrl	Input.ActionTag	Answer.tag1	Answer.tag10	Answer.tag2	Answer.tag3	Answer.tag4	Answer.tag5	Answer.tag6	Answer.tag7	Answer.tag8	Answer.tag9	Approve	Reject
3SV8KD29L4DP6NTITDNMK9DCVQGZK8	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:54 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:54 PDT 2016			3AZHRG4CU55OUNCFUFNWL8P8U31307	A1XRIEYLA7ZJ3B	Submitted	Wed Apr 27 09:33:18 PDT 2016	Wed Apr 27 09:36:42 PDT 2016	Thu Apr 28 09:36:42 PDT 2016				204	100% (609/609)	0% (0/0)	0% (0/0)	3XH7ZM9YX2FWN0O0FZ2K8XXXB909RY	30BUDKLTXEGQZSEDG5A4LUPW1IW5EE	A35ZRGM4AQ6FF5	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_abxcngdqbxidvkcs.jpg	Sit down and eat	Go to the kitchen	{}	take out a plate	serve yourself the food	walk to the dining table	draw a dining chair	sit on the chair	hold the knife and fork	cut a piece of meat	take a bite		
39TX062QX19U5ULW7P7262GZC4W3X4	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:54 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:54 PDT 2016			33PPUNGG39QDFA379Z1K95VAINBZR8	AQ4SMD5QQ81C	Submitted	Wed Apr 27 04:54:49 PDT 2016	Wed Apr 27 04:58:58 PDT 2016	Thu Apr 28 04:58:58 PDT 2016				249	100% (14/14)	100% (14/14)	0% (0/0)	3XH7ZM9YX2FWN0O0FZ2K8XXXB909RY	38F71OA9GUHGDDZF3FBWKELIZE2FMX	AHFOTIHY4RM8Q	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_abxcngdqbxidvkcs.jpg	Sit at the dining table	Keep all the cooked foods on the table	{}	Keep the necessary water	Clean the plate and wash the hands.	Serve the food for eat	Chew the food well.	After finish to eat wash your plate and hands	Dry your hands with clean towel.	{}	{}		
32CXT5U14GOOPNX7E1RBDCP6Y878U9	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:54 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:54 PDT 2016			3YGXWBAF712T6BQZ69LZQEJFHR74CX	A2VI55LKT5L4KB	Submitted	Wed Apr 27 05:22:47 PDT 2016	Wed Apr 27 05:23:53 PDT 2016	Thu Apr 28 05:23:53 PDT 2016				66	100% (411/412)	100% (47/47)	0% (0/0)	3XH7ZM9YX2FWN0O0FZ2K8XXXB909RY	38F71OA9GUHGDDZF3FBWKELIZE2FMX	AHFOTIHY4RM8Q	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_abxcngdqbxidvkcs.jpg	Wash your hands at the sink	stem in the room	{}	stand in front of the sink	open tap of sink	{}	{}	{}	{}	{}	{}		
32TZXEA1OL57XPJ70ARELY44LPD14V	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:54 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:54 PDT 2016			3DYGAII7PMTJP5M19BEIDHJRC4HPQV	A1BS52YLDIGUD9	Submitted	Wed Apr 27 10:42:21 PDT 2016	Wed Apr 27 10:44:45 PDT 2016	Thu Apr 28 10:44:45 PDT 2016				144	0% (0/0)	0% (0/0)	0% (0/0)	3XH7ZM9YX2FWN0O0FZ2K8XXXB909RY	3KMS4QQVK3BLNPZCI3YG51TEA99FKU	A20NDRGSZZRQF	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_abxcngdqbxidvkcs.jpg	eat	Go to the kitchen for food	pick up the fork and eat the food	open the refrigerator door	take out food to eat	go to the silverware drawer	take out silverware to use	take food and silverware to the table	set food and silverware down on table	pull out the chair	sit down in the chair		
3UZUVSO3P7GMLG2PI2MPEC4YWP2EMM	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:54 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:54 PDT 2016			3F6HPJW4JELSHVHHJM2C9TTKPTXW26	A2VI55LKT5L4KB	Submitted	Wed Apr 27 06:55:29 PDT 2016	Wed Apr 27 06:56:20 PDT 2016	Thu Apr 28 06:56:20 PDT 2016				51	100% (411/412)	100% (47/47)	0% (0/0)	3XH7ZM9YX2FWN0O0FZ2K8XXXB909RY	3KMS4QQVK3BLNPZCI3YG51TEA99FKU	A20NDRGSZZRQF	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_abxcngdqbxidvkcs.jpg	talk	enter in the room with daughter	{}	siting on dining table	talking with my daughter	{}	{}	{}	{}	{}	{}		
3IKMEYR0LWGZ0CQ646E8XY35AHHK2L	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:54 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:54 PDT 2016			3MB8LZR5BGE7NH984E1E0EYY8NKLKV	A1BS52YLDIGUD9	Submitted	Wed Apr 27 10:30:59 PDT 2016	Wed Apr 27 10:36:41 PDT 2016	Thu Apr 28 10:36:41 PDT 2016				342	0% (0/0)	0% (0/0)	0% (0/0)	3XH7ZM9YX2FWN0O0FZ2K8XXXB909RY	3N4BPTXIO9DA67W2DSTFR1UHKWKUK4	A1KIMT9A4JOKL3	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_abxcngdqbxidvkcs.jpg	run water in the sink	Walk into kitchen	{}	stop before the sink	look at the water faucet	move hand towards the faucet	grasp hold of faucet handle	pull faucet handle in direction of on	watch for water to run out of faucet	adjust lever so water runs out at desired speed	{}		
3Z56AA6EK4LI819ACK3R2OCLFRE6MT	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:54 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:54 PDT 2016			358UUM7WR0OUV0X1Q491IL2B8V2R7E	A30027S322A173	Submitted	Wed Apr 27 10:15:29 PDT 2016	Wed Apr 27 10:18:00 PDT 2016	Thu Apr 28 10:18:00 PDT 2016				151	0% (0/0)	0% (0/0)	0% (0/0)	3XH7ZM9YX2FWN0O0FZ2K8XXXB909RY	3N4BPTXIO9DA67W2DSTFR1UHKWKUK4	A1KIMT9A4JOKL3	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_abxcngdqbxidvkcs.jpg	sit at the table and eat a meal	eat a meal at the table	wash dishes in the sink	sit on a chair	rearrange pitcures	wipe the counter	clean the window	mop the floor	turn on the lights	open the window	water the plant		
3FTID4TN8LJ0L31VIRX4L2HPEWGYLI	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:54 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:54 PDT 2016			36ZN444YTSJON7MHH3WUFFNFBPZOI5	A2OKWYEHSQI1M	Submitted	Wed Apr 27 12:11:32 PDT 2016	Wed Apr 27 12:12:31 PDT 2016	Thu Apr 28 12:12:31 PDT 2016				59	0% (0/0)	0% (0/0)	0% (0/0)	3XH7ZM9YX2FWN0O0FZ2K8XXXB909RY	3SB4CE2TJWGWBYHB66RDHUQP927XAK	A2VI55LKT5L4KB	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_abxcngdqbxidvkcs.jpg	preparing the food	determine what you are preparing	{}	gather cold ingredients from fridge	gather room temperature ingredients from cabinets	cook your food	{}	{}	{}	{}	{}		
3RBI0I35XEOJ5ZB6CLT4PGN8EAQ3YA	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:54 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:54 PDT 2016			3OSWBBLG1FIU95KNQGIF7VYVVMMXD3	A161AJDHLJVCLZ	Submitted	Wed Apr 27 05:02:56 PDT 2016	Wed Apr 27 05:04:17 PDT 2016	Thu Apr 28 05:04:17 PDT 2016				81	0% (0/0)	0% (0/0)	0% (0/0)	3IHWR4LC7DYJGW27KK2XU91V47ZI8E	30OG32W0SVWUPHKJK56QFBPIS3XNEN	A2VI55LKT5L4KB	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_admzmthmjgmaimfo.jpg	sitting on chair	sit at the counter	{}	wipe the counter	eat dinner at the counter	put away dishes	sweep the floor	serve dinner	clean the counter	{}	{}		
3VQTAXTYN367RLVEHDBL4EF76ESUBU	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:54 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:54 PDT 2016			3J4Q2Z4UTZO99EJ2LXSD5BRN51YQW5	AK371CK97Q9XM	Submitted	Wed Apr 27 11:19:40 PDT 2016	Wed Apr 27 11:21:55 PDT 2016	Thu Apr 28 11:21:55 PDT 2016				135	0% (0/0)	0% (0/0)	0% (0/0)	3IHWR4LC7DYJGW27KK2XU91V47ZI8E	30OG32W0SVWUPHKJK56QFBPIS3XNEN	A2VI55LKT5L4KB	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_admzmthmjgmaimfo.jpg	eating from plates	pull out the stool	stack plates together when finished eating	admire the two plates	choose a plate to dine from	season the snack with salt and pepper	eat a bite off the plate	stand up and find a napkin	wipe hands and mouth this napkin	sit back down in chair	enjoy tasting from the second plate		
3OB6JN3A9QABUK7U486PDJ3HBESRMC	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:54 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:54 PDT 2016			333U7HK6IA0TELFY9C3EGMQGKO6DJU	A3OLRWACCCCUTU	Submitted	Wed Apr 27 03:41:14 PDT 2016	Wed Apr 27 03:44:42 PDT 2016	Thu Apr 28 03:44:42 PDT 2016				208	100% (1989/1989)	0% (0/0)	0% (0/0)	3IHWR4LC7DYJGW27KK2XU91V47ZI8E	31EUONYN2WOT9D6HGAVDU4D9I87OVB	A1LAWF0DZJI2XP	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_admzmthmjgmaimfo.jpg	eat dinner with family	prepare food	start eating	"set island with dinnerware, utensils and glasses"	fill glasses with beverages	put food on table	let family know food is ready	sit down	put food on plates	pick up utensils	put food onto utensils		
3RIHDBQ1NEJY5QTR83UVZF1BO5UHM5	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:54 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:54 PDT 2016			3VNXK88KKD3Q2Q2BELCVXEIKOSU9VU	A2VI55LKT5L4KB	Submitted	Wed Apr 27 11:23:06 PDT 2016	Wed Apr 27 11:24:11 PDT 2016	Thu Apr 28 11:24:11 PDT 2016				65	100% (411/412)	100% (47/47)	0% (0/0)	3IHWR4LC7DYJGW27KK2XU91V47ZI8E	3KWTYT0871O45YO5XRX8YPFGAF0L5K	A20NDRGSZZRQF	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_admzmthmjgmaimfo.jpg	clean counter	remove dishes from counter	{}	remove drinks from counter	apply some cleaner on counter	start cleaning the counter	clean counter	{}	{}	{}	{}		
3D3B8GE892CBBN8L27YV32XIAXXP9J	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:54 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:54 PDT 2016			3IAEQB9FMF5FK5FXGBMT5CKOMMXWDU	A1BS52YLDIGUD9	Submitted	Wed Apr 27 10:45:28 PDT 2016	Wed Apr 27 10:50:30 PDT 2016	Thu Apr 28 10:50:30 PDT 2016				302	0% (0/0)	0% (0/0)	0% (0/0)	3IHWR4LC7DYJGW27KK2XU91V47ZI8E	3KWTYT0871O45YO5XRX8YPFGAF0L5K	A20NDRGSZZRQF	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_admzmthmjgmaimfo.jpg	cook	Walk into the kitchen	sprinkle on spices and salt from containers	Take down skillet from rack above cooktop	go to refrigerator	take out meat and vegetables	take food over to cooktop	take out spatula from drawer	put meat into pan	turn on heat with knob on cooktop	stir food with spatula as it cooks		
3XEIP58NL080QTB0EDZNZ9QRKQLZLB	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:54 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:54 PDT 2016			3DY4FPOOA29W6QYX82CHOZIEUC8RV3	A2VI55LKT5L4KB	Submitted	Wed Apr 27 06:15:46 PDT 2016	Wed Apr 27 06:21:16 PDT 2016	Thu Apr 28 06:21:16 PDT 2016				330	100% (411/412)	100% (47/47)	0% (0/0)	3IHWR4LC7DYJGW27KK2XU91V47ZI8E	3W92K5RLWV27130ZBVZELYDI1D25VN	A3D6IPJ4RBCNVY	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_admzmthmjgmaimfo.jpg	cook a meal	step in the kitchen	{}	arrange the ingredients	cutting and chopping the items	arrange spices	pan put on the gas	start cooking meal	{}	{}	{}		
3DW3BNF1GH3O22M7JR1G9YRPCFG8VY	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:55 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:55 PDT 2016			3QL2OFSM973FSJ05OE0VPNPF88WCNU	A2VI55LKT5L4KB	Submitted	Wed Apr 27 01:43:52 PDT 2016	Wed Apr 27 01:46:02 PDT 2016	Thu Apr 28 01:46:02 PDT 2016				130	100% (411/412)	100% (47/47)	0% (0/0)	3IHWR4LC7DYJGW27KK2XU91V47ZI8E	3W92K5RLWV27130ZBVZELYDI1D25VN	A3D6IPJ4RBCNVY	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_admzmthmjgmaimfo.jpg	clean the table top	shifting the plates and drinks from the table	{}	using the cleaning cloth	wet the cleaning cloth	wipe to clean table top	dry with dry cloth	{}	{}	{}	{}		
32FESTC2NHBQ1QNKVD7GFYLPOZSUC1	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:55 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:55 PDT 2016			3RU7GD8VPPEV2L1E1F3N8HYSUQHPSV	AQ4SMD5QQ81C	Submitted	Wed Apr 27 00:39:24 PDT 2016	Wed Apr 27 00:42:41 PDT 2016	Thu Apr 28 00:42:41 PDT 2016				197	100% (14/14)	100% (14/14)	0% (0/0)	3IHWR4LC7DYJGW27KK2XU91V47ZI8E	3X73LLYYQ2Z69RBLA6EW0EMVKJONH2	A1KIMT9A4JOKL3	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_admzmthmjgmaimfo.jpg	sit at the bar and eat a meal	Give me a menu card	{}	order the meal	drinking water	start to eat	washing the hands	Ask the bill	Pay the bill	come out off bar	going to home		
33IXYHIZB53WECYW8K35Z3Q0QKM2EK	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:55 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:55 PDT 2016			3X4MXAO0BH99LFY2YCHDA11S1MMRWR	AQSPGALQ4TOEC	Submitted	Wed Apr 27 08:42:00 PDT 2016	Wed Apr 27 08:43:59 PDT 2016	Thu Apr 28 08:43:59 PDT 2016				119	100% (4/4)	0% (0/0)	0% (0/0)	36818Z1KV3YI9HD3WFFOMU51BD33A4	33FBRBDW6PKUPCD1ICBC7QZKIWOC8Y	A3D6IPJ4RBCNVY	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_aegnmfnvbbzeqjus.jpg	brush your teeth	Open the tap and let the water flow for few seconds.	Wipe the face with towel.	Wash my mouth for few seconds.	Take the brush and wet it.	Take toothpaste and apply a pea size paste on the brush.	Brush the teeth for 2 to 3 minutes	Wash the mouth with water throughly.	Wet my face and apply face wash	rub in circular motion for few seconds	Wash with water.		
3R0WOCG21MU06ITYV92RZ4379Z4UD1	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:55 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:55 PDT 2016			3R08VXYT7DGZ3WENPYJ75KAS096W79	A2VI55LKT5L4KB	Submitted	Wed Apr 27 00:17:10 PDT 2016	Wed Apr 27 00:20:03 PDT 2016	Thu Apr 28 00:20:03 PDT 2016				173	100% (411/412)	100% (47/47)	0% (0/0)	36818Z1KV3YI9HD3WFFOMU51BD33A4	33FBRBDW6PKUPCD1ICBC7QZKIWOC8Y	A3D6IPJ4RBCNVY	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_aegnmfnvbbzeqjus.jpg	wash your face	open the tap	wipe your face	wash your hands	open the face wash bottle	take some liquid in hands	apply on face	rub on face	take water in hands	splash on face	wash your face		
3LEG2HW4UF8OKQYS3VNBHLB02L12F2	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:55 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:55 PDT 2016			39DD6S19JQWO66Y2NTHKAYWR3Z5ZEH	AUZ9Z6K408XCY	Submitted	Wed Apr 27 09:20:06 PDT 2016	Wed Apr 27 09:23:28 PDT 2016	Thu Apr 28 09:23:28 PDT 2016				202	0% (0/0)	0% (0/0)	0% (0/0)	36818Z1KV3YI9HD3WFFOMU51BD33A4	33PPUNGG39QDFA379Z1K95VAH6TRZJ	A1PNMLLHQTMYLW	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_aegnmfnvbbzeqjus.jpg	make super straw	"Step forward, towards the cupboard."	Now put two big straws together and make one giant super straw.	Pick up a straw.	Pick up another straw.	Pick up the third straw.	Pick up the fourth straw.	Pick up the fifth straw.	Try putting them all together.	Take another five straws.	Make another straw out of those five pieces.		
388FBO7JZREQ934GU4DJYULEJRGYNK	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:55 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:55 PDT 2016			35H6S234SBLMMDLYANR696XJL1P569	A268GX9RRZDCKH	Submitted	Wed Apr 27 04:19:33 PDT 2016	Wed Apr 27 04:23:13 PDT 2016	Thu Apr 28 04:23:13 PDT 2016				220	0% (0/0)	0% (0/0)	0% (0/0)	36818Z1KV3YI9HD3WFFOMU51BD33A4	33PPUNGG39QDFA379Z1K95VAH6TRZJ	A1PNMLLHQTMYLW	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_aegnmfnvbbzeqjus.jpg	wash cup	Take one napkin	Wipe my face with napkin	Clean the counter	Open the cupboard	Take tooth brush	Take tooth paste	Turn on the tap	Take the soap and was my face	Brush my teeth	Turn off tap		
3K3IX1W4S6CPG6IQUDCVZX82GFFPAY	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:55 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:55 PDT 2016			34T446B1C1ZC7N8YN8YXEBT20FQ0CC	A161AJDHLJVCLZ	Submitted	Wed Apr 27 05:05:31 PDT 2016	Wed Apr 27 05:06:50 PDT 2016	Thu Apr 28 05:06:50 PDT 2016				79	0% (0/0)	0% (0/0)	0% (0/0)	36818Z1KV3YI9HD3WFFOMU51BD33A4	3K3R2QNK8COQPBDB9V2Q1SG192A9UR	A2VI55LKT5L4KB	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_aegnmfnvbbzeqjus.jpg	open cabinet door	open the cabinet	{}	close the cabinet door	clean the dishes	rinse out the cup	turn on the faucet	turn off the faucet	put dishes away	{}	{}		
344M16OZKI0S3YNPU31PRRTY1FCENM	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:55 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:55 PDT 2016			36NEMU28XGYIOZLAT4LWO27IV0TWMG	A7C2T3M2ARA3M	Submitted	Wed Apr 27 10:54:51 PDT 2016	Wed Apr 27 10:55:14 PDT 2016	Thu Apr 28 10:55:14 PDT 2016				23	0% (0/0)	0% (0/0)	0% (0/0)	36818Z1KV3YI9HD3WFFOMU51BD33A4	3K3R2QNK8COQPBDB9V2Q1SG192A9UR	A2VI55LKT5L4KB	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_aegnmfnvbbzeqjus.jpg	take out some cleaning liquid	enter room	{}	open cupboard	grab cleaning liquid	close cupboard	{}	{}	{}	{}	{}		
3ULIZ0H1VAQPT8N7EFAOQQAILL8150	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:55 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:55 PDT 2016			3KV0LJBBH36DG34OUABQ13Z13JSMRD	A231U1IH7T1YIV	Submitted	Wed Apr 27 04:19:31 PDT 2016	Wed Apr 27 04:21:18 PDT 2016	Thu Apr 28 04:21:18 PDT 2016				107	100% (63/63)	0% (0/0)	0% (0/0)	36818Z1KV3YI9HD3WFFOMU51BD33A4	3NGI5ARFTUQV812KOWO3CGBJ39SP10	A1KIMT9A4JOKL3	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_aegnmfnvbbzeqjus.jpg	plug appliances into the oulets	shelf	beauty	wash basine	cosmetics	tiles	handle	{}	washing	cleaning	water		
3WJGKMRWVIU4KOCY9IHR5YH12ZXCD9	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:55 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:55 PDT 2016			3TGOYF991Y7O931E76XHXO3FN4ZUUH	A1UPA5ONHGMWK9	Submitted	Wed Apr 27 04:16:57 PDT 2016	Wed Apr 27 04:19:58 PDT 2016	Thu Apr 28 04:19:58 PDT 2016				181	0% (0/0)	0% (0/0)	0% (0/0)	36818Z1KV3YI9HD3WFFOMU51BD33A4	3NGI5ARFTUQV812KOWO3CGBJ39SP10	A1KIMT9A4JOKL3	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_aegnmfnvbbzeqjus.jpg	drink liquid from the glass	GRAB A STRAW FROM THE CUP IN THE CORNER	PUT AWAY THE GLASS IN THE CABNET	DRINK REMANDER LIQUID FROM GLASS	WITH THE STRAW	FILL SINK WITH WATER	PUT DISH SOAP IN SINK	PUT CUP IN SINK	GRAB THE SPUNGE	CLEAN THE GLASS	DRY THE GLASS		
3H1C3QRA0149CUQY5DSBBGZM2BYCE2	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:55 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:55 PDT 2016			3ATTHHXXWB9BHG09IUJQYSE8NSIIXG	A1XRIEYLA7ZJ3B	Submitted	Wed Apr 27 09:30:39 PDT 2016	Wed Apr 27 09:33:17 PDT 2016	Thu Apr 28 09:33:17 PDT 2016				158	100% (609/609)	0% (0/0)	0% (0/0)	36818Z1KV3YI9HD3WFFOMU51BD33A4	3NVC2EB65RKLRI802NY5D0JS5YE3Y5	A32Q6TNSAG4U3I	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_aegnmfnvbbzeqjus.jpg	Wash Hand	stand in front of the wash basin	{}	open the tap	wet your hands	press liquid soap dispenser	rub liquid soap on your hands	holod hands under the tap water	scrub hands	rinse hands thoroughly	wipe them with a napkin.		
